userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
5275;1;1; ; ;10/26/2023 14:51:07;10/26/2023 15:22:41;1;2;31,5666666666667;DE;2;1945;78;7;2;4;85;2;30;30;17;4;30;30;5;4;5;1;1;1;2;4;8;2;2;2;3;2;2;1;2;4;1;1;2;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;7;7;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;30;30; ; ; ;Weil ich mich von der SP vertreten fühle; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;30;30;25;50;50;4; ;2;1;5;1;2;30;30;5;10;0;10;2;8; ; ;8;0;3;1; ;30;30;3;2;5;5;3;2;3;3;10;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;30;30;0;10;0;4;0; ; ;0;2;2;10;10;10;10;5;1;1;1;1;1;1;1;4;4;4;3;1;1;1;2;0;4;1;1;1;1978;1;2; ; ;1;33;8100; ; ;8100;8100;1;4;9; ;7;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5; ;1;2; ;13; ;13;2;11; ; ; ; ; ; ; ; ; ; ;7;2;1; ; ; ;9;5;1; ; ; ;9;5;1;8100;2;de;BE;2;1;13;4;1,54525443822061;1,07934750765307;1,33910222329835;,935351882162598;1;1;1;1;1;1;1;1;1
5276;1;1; ; ;10/27/2023 10:18:55;10/27/2023 10:46:04;1;2;27,15;DE;1;1953;70;6;5;4;8;5;21;21;13;13;21;21;5;5;2;2;3;1;1;4;9;3;2;2;3;3;3;1;3;4;3;5;3;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0; ;1;0; ;2;2;2;1;2;2;2;2;2;1;2;2;60;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;98;1;2;0; ; ; ;1;5;0;10;1;4; ; ;5;5;3;0;1;10;10;1;3;5;5;3;3;3;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;0;0;1;7; ; ;8;2;2;998;998;998;998;3;3;5;1;3;3;2;4;4;4;3;3;1;1;1;98;0;4;1;1;1;1994;1;2; ; ;1;33;8100; ; ;8100;8100;1;2;12;1;7;2;4; ;4;1; ;1;24; ;24; ; ; ;8; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1;2;2;1;1; ; ; ; ; ; ;2;1;1;8100;2;de;SZ;6;1;11;5;,933097102288887;1,49909085594719;,933097102288887;1,49909085594719;1;1;1;1;1;1;1;1;1
5277;1;1; ; ;11/22/2023 9:13:28;11/22/2023 10:29:17;1;2;75,8166666666667;DE;2;1985;38;3;7;2;13;13;21;21;5;8;40;40;4;5;4;2;5;1;4;5;8;3;3;3;3;4;2;1;3;3;3;3;2;2;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;40;40; ; ; ;SVP Nidwalden macht grundsätzlich einen guten Job.; ;                                 -999,00;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47;10;10; ; ; ;3; ;3;1;5;1;7;40;40;3;7;0;10;3;5; ; ;3;8;3;1; ;40;40;2;3;5;5;3;2;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ; ;8;1;8;1;2; ; ;8;98;2;504;-99;998;998;2;4;3;2;1;2;4;2;2;2;3;98;0;98;0;98;0;4;1;1;1;2019;1;4; ;2;1;33;8100; ; ;8100;8100;2;2;10; ;3; ;4;4; ;4;4; ;51;51; ; ; ; ;13;13; ;2;11;-99;1;2; ;13;13; ;1;1; ; ; ; ; ; ; ; ; ; ;9;1;2;3;2;3;9;5;1; ; ; ;3;2;3;8100;4;de;NW;6;1;13;6;,29684687590554;,207345099770231;,326668846191732;,22817550058032;1;1;1;1;1;1;1;1;1
5278;1;1; ; ;11/6/2023 15:47:30;11/6/2023 16:05:40;1;2;18,15;DE;2;2005;18;1;19;2;8;5;21;21;16;8;30;30;4;5;3;2;1;1;1;5;8;3;3;3;3;4;2;2;3;4;3;3;3;2;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0; ;2;0; ;2;2;2;1;2;1;2;2;2;2;2;2;21;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;1; ;3; ; ; ;3;7;0;10;1;1; ; ;5;5;3;0;0; ; ; ;3;3;5;3;3;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;8;0;1;1; ; ;10;2;2;998;998;998;998;4;5;3;2;4;2;3;2;4;2;4;2;0;1;1;3;0;4;1;4;0;2005;4;6;0;2;1;33;8100; ; ;8100;8207;1;2;3; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ;1;98; ;22;22; ; ;3;9;2;2; ; ; ; ; ; ;14;7;2;14;7;2;8100;6;de;AG;3;1;12;3;1,76652879708526;2,83806171938794;1,76652879708526;2,83806171938794;1;1;1;1;1;1;1;1;1
5279;1;2;11/23/2023;DE; ; ; ; ; ; ;2;1993;30;2;18;4;70;14;30;30;2;16;30;30;4;5;4;2;2;1;4;4;10;3;3;3;3;4;2;2;4;4;2;2;2;4;0;0;1;0;0;0;1;0;0;1;0;0;0;3;1;4;0;5;4; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;30;30; ; ; ; ;2; ;1;2;1;-99;1;3;0;0; ;0;0;0;0;0;0;0;0;0;0;1;350;350;350;997;997;997;2; ;2;1;5;1;18;30;30;5;6;0;10;1;2; ; ;8;0;4;0;-99; ; ; ; ;3;5;2;2;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;2;0;0;0; ; ;0;2;3;501;-99;501;-99;5;3;3;1;1;1;3;3;4;4;4;3;1;1;1;98;0;1;0; ; ;1994;1;4;0;0;5;159;8506; ; ;8506;8506;8; ;13;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ;1;3; ;91;91; ;1;13;7;2;3; ; ; ; ; ; ;16;8;5;16;8;5;8100;4;de;GR;5;2;22;6;,912487307953599;,637364874835044;,790752482302685;,552334100995496;1;1;1;1;1;1;1;1;1
5280;2;1; ; ;10/24/2023 11:58:49;10/24/2023 12:41:23;1;2;42,5666666666667;FR;2;1948;75;7;25;3;17;4;50;50;70;14;30;30;3;5;5;1;1;1;1;5;5;3;3;3;3;4;2;1;3;3;3;3;3;2;0;1;0;0;0;1;0;1;0;1;1;0;1;2;0;5;-99;0;0; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;50;50; ; ;50;au niveau personnel je bénéficie dans ma vie de citadinne de transformations écologiques; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;3; ;3;5;5;1;25;50;50;5;10;0;-99;4;10; ;8;10;3;3;1; ;50;50;2;2;5;5;3;98;98;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0; ; ;0;10;0;10;0; ;7;0;98;4;504;-99;504;-99;4;1;4;2;1;1;1;1;4;4;4;98;0;98;0;98;0;2;0;98;0;1970;1;2; ; ;2;48;8230; ; ;8230;8230;8; ;13;2;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1; ; ; ; ; ; ; ; ; ; ; ; ;8230;2;fr;GE;1;1;11;1;,372996194324858;,260534771977234;,474468991668597;,331412685800714;1;1;1;1;1;1;,665520953;1,098339623;,730968032616621
5281;1;1; ; ;10/23/2023 19:28:49;10/23/2023 20:07:53;1;2;39,05;DE;2;2001;22;1;3;3;85;2;21;21;50;16;21;21;4;-99;4;3;1;2;2;4;10;3;3;3;4;3;3;2;3;3;2;1;3;3;0;1;0;0;0;1;1;1;1;1;0;0;0;1;0;4;2;1;1; ;3;0; ;2;2;2;2;2;2;1;2;2;2;2;2;21;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;5;1;3;20;21;4;4;5;10;0;1; ; ;5;4;3;1; ;21;21;2;2;2;5;3;4;3;3;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ; ;5;5;0;3;3; ; ;10;2;3;20;21;20;21;4;5;3;4;3;2;4;1;4;3;4;3;1;1;1;98;0;4;1;98;0;2001;4;2;1; ;1;33;8100; ; ;8100;8100;2;4;5; ;1; ;1;1; ; ; ; ;75;75; ;1;1; ;9;9; ;2;10; ;1;2; ;13;13; ;1;1; ; ; ; ; ; ; ; ; ; ;10;2;1;7;4;4;9;5;1; ; ; ;7;4;4;8100;2;de;LU;6;2;31;5;1,48808191688856;2,3907158097865;1,48808191688856;2,3907158097865;1;1;1;1;1;1;1;1;1
5282;1;1; ; ;10/23/2023 19:27:23;10/23/2023 19:54:14;1;2;26,8333333333333;DE;1;1984;39;3;14;2;69;9;998;998;47;16;998;998;4;4;5;3;4;3;4;4;6;2;2;2;3;3;1;2;2;2;1;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0; ;1;0; ;2;1;2;1;2;2;2;2;2;2;2;1;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;98;2;2;0; ; ; ;1;98;0;8;0;0; ; ;5;6;2;0;0; ; ; ;3;3;98;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;4;0;0; ; ;0;98;3;501;-99;501;-99;2;5;3;2;5;3;2;1;2;4;3;3;1;1;1;1;1;4;1;1;1;1984;1;6; ;2;1;33;8239; ; ;8239;8239;4;1;12;2;1; ;2;2; ; ; ; ;13;13; ;1;1; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;6;de;SH;5;2;21;5;,528720592117611;,849429499941911;,528720592117611;,849429499941911;1;1;1;1;1;1;1;1;1
5283;1;1; ; ;11/12/2023 6:20:16;11/12/2023 6:50:20;1;2;30,0666666666667;DE;2;1962;61;5;17;3;17;4;60;60;50;16;30;30;5;5;5;1;1;1;4;4;10;3;2;2;3;3;1;1;4;4;4;4;5;4;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;60;60; ; ; ;Parteiprogramm (Klima, soziale Fragen); ;                                 -999,00;3;2;1;2;1;3;0;0;0;0;1; ; ; ;0;0;0;0;0;0;93;60;60;88;30;30;3; ;1;1;5;1;17;60;60;5;7;1;10;1;1; ; ;7;2;3;1; ;60;60;2;2;4;4;2;2;3;2;10;-99;-99;-99;-99;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;5;8;0;8;10; ; ;0;2;3;10;10;10;10;4;4;2;1;3;3;1;2;4;4;4;3;1;1;1;98;0;2;0;1;1;1990;1;2; ; ;1;33;8218; ; ;8218;8218;8; ;13;3;2; ;4;4; ;14;14; ;33;33; ; ; ; ;4;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1;2;1;1;1; ; ; ; ; ; ;1;1;1;8100;3;de;SG;5;1;12;3;1,81208035485414;1,2657232144443;1,72571381732586;1,2053968987774;1;1;1;1;1;1;1;1;1
5284;2;2;11/20/2023;FR; ; ; ; ; ; ;2;1942;81;7;26;3;85;2;30;30;-99;-99; ; ;5;5;5;4;1;-99;-99;1;10;4;-99;-99;-99;-99;-99;-99;4;4;3;3;3;4;0;0;0;0;0;0;0;1;0;0;0;0;0;7;-99;-99;-99;-99;-99; ;4;1;-98; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;30;30; ; ; ; ;2; ;1;2;1;-99;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;174;30;30;175;30;30;3; ;3;1;4;1;26;30;30;5;-99;5;-99;-99;-99; ; ;-99;5;4;0;0; ; ; ; ;5;5;4;3;3;3;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0; ; ;-99;10;0;-99;-99; ; ;-99;98;2;998;998;998;998;5;3;2;2;2;2;4;1;4;4;3;3;1;1;1;98;0;4;1; ; ;1990;3;2;0;0;2;48;8100; ; ;8100;8100;8; ;10; ;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;fr;JU;2;3;33;7;,673507362874369;,47043935000215;,583654823908109;,407678091020613;1;1;1;1;1;1;1;1;1
5285;3;2;11/23/2023;IT; ; ; ; ; ; ;1;1997;26;2;21;3;6;8;80;350;62;8;80;350;4;5;5;2;3;1;1;5;10;3;3;2;3;3;3;1;2;3;1;3;3;1;0;0;0;0;0;0;0;1;0;0;0;0;1;5;5;5;5;5;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;80;350; ;80; ; ;6; ;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;117;40;40;997;997;997;4; ;4;1;5;1;21;80;350;5;7;1;8;1;5;8; ;1;7;4;1; ;80;350;1; ;5;5;4;3;3;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;7;0;0;7; ;0;98;2;998;998;998;998;3;5;4;4;3;3;4;1;3;1;4;3;1;1;1;2;0;4;1; ; ;1997;4;3;1;0;3;73;8100; ; ;8100;8100;2;1;8; ;1; ;-99;-99; ; ; ; ;33;33; ; ; ; ;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1;10;5;2; ; ; ; ; ; ;10;5;2;8100;3;it;TI;7;1;12;2;,303860286532778;,212243909372987;,302282996495814;,211142185263265;1;1;1;,749547555;2,500714286;1,87440427882487;1;1;1
5286;2;1; ; ;12/6/2023 17:05:19;12/6/2023 19:44:35;1;2;159,25;FR;2;1972;51;4;23;2;1;16;21;21;31;6;30;30;4;5;5;1;4;1;1;5;8;3;3;3;3;3;3;2;3;3;2;2;3;3;1;1;0;0;0;1;0;1;1;1;1;0;1;3;-99;4;4;0;0; ;1;0; ;2;2;2;2;2;1;2;2;2;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;4;1;23;30;30;1;10;1;10;5;8; ; ;5;1;3;0;1;50;50;1;3;5;5;2;2;3;2;5;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0; ; ;-99;10;-99;-99;-99; ; ;-99;98;3;501;-99;501;-99;4;4;2;2;5;1;2;1;4;4;2;98;0;2;0;98;0;1;0;98;0;1993;1;3; ;1;5;153;8248; ; ;8248;8248;6;3;10; ;2; ;2;2; ; ; ; ;22;22; ;1;1; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2;14;7;2; ; ; ; ; ; ;14;7;2;8248;3;fr;VS;1;1;13;4;1,42887337920939;2,29559282932592;1,42887337920939;2,29559282932592;1;1;1;1;1;1;1;1;1
5287;1;1; ; ;10/24/2023 13:06:18;10/24/2023 13:36:46;1;2;30,45;DE;2;1945;78;7;7;3;17;4;50;50;6;8;40;40;4;4;2;4;2;5;-99;-99;3;3;3;1;4;3;2;1;3;4;3;3;3;3;1;0;0;0;0;0;0;0;0;1;1;0;1;4;2;4;7;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;21;21; ; ; ;Kompetenz; ;                                 -999,00;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47;10;10; ; ; ;3; ;2;2;5;1;7;998;998;4;98;98;98;98;98; ; ;98;98;3;0;0; ; ; ;2;5;5;2;4;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;-99;-99;-99;0;-99; ; ;-99;98;2;998;998;998;998;4;2;4;2;2;3;4;2;3;3;2;3;1;98;0;3;0;4;1;98;0;1975;1;2; ; ;1;33;8100; ; ;8100;8100;2;4;7; ;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;de;NW;6;1;13;5;,29684687590554;,207345099770231;,278864875582281;,194784820536297;1;1;1;1;1;1;1;1;1
5288;2;1; ; ;11/4/2023 12:00:53;11/4/2023 12:21:45;1;2;20,85;FR;1;1977;46;4;25;3;17;4;50;50;69;9;10;10;4;5;4;4;2;3;4;5;9;3;3;3;3;3;3;1;3;3;2;2;3;3;1;1;0;0;0;0;0;1;0;1;1;0;1;4;1;1;3;2;1; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ;30; ;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;171;30;30;166;50;50;3; ;3;1;5;1;25;30;30;5;7;3;4;2;2; ;98;5;4;3;0;1;30;30;2;2;5;5;3;4;4;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;3;8;4;8;8; ;0;4;98;2;30;30;998;998;2;2;2;4;2;2;2;1;3;3;3;3;1;1;1;4;0;4;1;1;1;2018;1;5; ;3;2;48;8212; ; ;8212;8212;8; ;13;2;1; ;1;1; ; ; ; ;10;10; ;1;1; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;1;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;5;fr;GE;1;1;11;4;,372996194324858;,260534771977234;,323234815411629;,225776858342492;1;1;1;1;1;1;,665520953;,747870968;,497723799344392
5289;1;1; ; ;10/24/2023 17:01:38;10/24/2023 17:38:25;1;2;36,7666666666667;DE;1;1955;68;6;13;3;80;12;30;30;33;4;60;60;4;4;2;5;3;2;2;4;7;3;2;2;2;2;2;2;3;4;2;2;4;3;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;2;2;0; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ; ;Bollwerk gegen Rechtsrutsch; ;                                 -999,00;2;2;1;1;1;2;0;0; ;0;0;1; ; ;0;0;0;0;0;0;78;50;50; ; ; ;1; ;98;1;5;1;13;30;30;3;8;5;10;5;6; ; ;7;6;3;1; ;30;30;2;2;5;5;2;4;4;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;3;10;0;9;9; ; ;8;98;2;20;21;20;21;4;4;4;2;2;2;2;1;3;3;3;3;1;1;1;3;0;4;1;1;1;1980;1;2; ; ;1;33;8100; ; ;8100;8100;6;2;10; ;7;1;2; ;2; ; ; ;21; ;21;2; ;2;11; ;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;2;5;3;1; ; ; ; ; ; ;5;3;1;8100;2;de;BL;3;1;11;5;1,09710028385927;,766315519140364;,950736262559406;,664081454838304;1;1;1;1;1;1;1;1;1
5290;1;1; ; ;10/23/2023 19:52:36;10/23/2023 20:07:07;1;2;14,5;DE;1;1965;58;5;11;3;6;8;40;40;116;14;40;40;5;5;5;5;2;4;-99;4;9;2;3;3;3;2;1;1;2;2;1;3;1;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;3; ;3;0; ;2;2;2;2;2;2;1;2;2;2;2;1;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;5;1;6;40;40;5;6;1;8;0;2; ; ;4;8;3;0;1;40;40;1;3;5;5;3;2;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;7;0;10;0;2; ; ;0;98;2;998;998;998;998;1;4;5;5;3;3;2;3;1;1;3;3;1;1;1;1;1;4;1;1;1;2021;1;2; ; ;1;33;8100; ; ;8100;8100;8; ;13;2;1; ;2;2; ; ; ; ;10;10; ;1;1; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;1;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;3;de;SO;2;2;22;7;1,18003151764904;1,8958096145598;1,18003151764904;1,8958096145598;1;1;1;1;1;1;1;1;1
5291;2;1; ; ;10/25/2023 14:39:12;10/25/2023 15:33:25;1;2;54,2;FR;1;2004;19;1;25;2;21;9;998;998;33;4;50;50;4;5;5;4;3;1;3;4;7;3;3;2;3;3;3;2;3;3;2;3;4;2;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ;30;le programme qui me correspondait le plus; ;                                 -999,00;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;166;50;50;997;997;997;3; ;3;1; ;3; ; ; ;2;98;98;98;98;98; ;98;98;98;4;0;1;30;30;1;2;5;5;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0; ; ;2;7;3;5;4; ;3;5;2;2;504;-99;504;-99;4;4;3;2;2;4;3;3;3;1;4;98;0;98;0;5;0;3;0;98;0;2017;4;5;0;2;2;48;8212; ; ;8212;8439;1;2;9; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;2;1;3; ;-99;-99; ;98;1;1;98;2; ; ; ; ; ; ; ; ; ; ; ; ;8215;5;fr;GE;1;2;22;7;,372996194324858;,260534771977234;,323234815411629;,225776858342492;1;1;1;1;1;1;,665520953;,747870968;,497723799344392
