userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
6105,1,1,10/21/2019 22:28:36,10/21/2019 22:54:12,25.5833333333333,1.0,,2,1983,36,3,2,25,1.0,4.0,2.0,3.0,2.0,2.0,1.0,33.0,4.0,50.0,6.0,17.0,4.0,50.0,6.0,2.0,,4.0,2.0,,,4.0,,,,,,,,,,,2.0,2.0,1.0,3.0,,1.0,4.0,,,,1.0,4.0,,,,,,,,,,,,,,,2.0,2.0,,1.0,2.0,1.0,,3.0,,2.0,,4.0,,2.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,1.0,4.0,2.0,3.0,50.0,6.0,,,7.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,2.0,169.0,50.0,6.0,171.0,30.0,5.0,1.0,1.0,25.0,50.0,6.0,,,0.0,0.0,5.0,0.0,10.0,5.0,0.0,,0.0,,,,,,9.0,6.0,1.0,,1.0,5.0,7.0,,6.0,3.0,2.0,1.0,,50.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,50.0,6.0,1.0,,,1.0,2.0,2.0,4.0,4.0,4.0,,,7.0,3.0,3.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,40.0,1.0,50.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2011.0,4.0,4.0,1.0,2.0,2.0,8100.0,,,1.0,6.0,13.0,2.0,2.0,,1.0,1.0,,,,,2133.0,2133.0,,2.0,2.0,,11.0,11.0,,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,7.0,1.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
6106,1,0,10/23/2019 20:39:40,10/23/2019 21:11:02,31.35,1.0,,3,1982,37,3,1,21,3.0,,2.0,,,2.0,2.0,49.0,10.0,,,19.0,13.0,,,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,7.0,,7.0,,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,2.0,114.0,20.0,3.0,113.0,50.0,6.0,1.0,1.0,21.0,,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,5.0,6.0,4.0,0.0,10.0,1.0,2.0,9.0,7.0,,7.0,2.0,2.0,2.0,,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,3.0,3.0,4.0,4.0,4.0,,,7.0,3.0,4.0,5.0,5.0,5.0,4.0,,2.0,2.0,2.0,20.0,3.0,,,2.0,5.0,4.0,5.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,1982.0,1.0,4.0,,2.0,3.0,8100.0,,,2.0,2.0,11.0,1.0,1.0,,1.0,1.0,,,,,3111.0,3111.0,,2.0,2.0,,11.0,11.0,,2.0,6.0,3.0,2.0,13.0,2.0,3.0,1.0,,2300.0,2300.0,,2.0,6.0,13.0,7.0,1.0,,,,,,,,,,,,,,6.0,3.0,2.0,8.0,2.0,1.0,TI,7,it,8100.0,4.0,66454.125,12.0,3.0,25.511337,9.8700518,18.094231,24.317849,12.430644,16.956535,0.71041142,,0.340904815527355,0.212712695379339,0.319014573808941,0.199053949282643,1.0,1.0,1.0,0.738516082,0.758837209302326,0.560413482689768,1.0,1.0,1.0,2019
6107,1,0,11/2/2019 21:10:52,11/2/2019 21:42:48,31.9166666666667,1.0,,3,1972,47,4,2,21,,3.0,3.0,3.0,4.0,3.0,4.0,49.0,10.0,,,19.0,13.0,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,,4.0,,2.0,2.0,2.0,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,0.0,1.0,111.0,40.0,1.0,114.0,20.0,3.0,3.0,0.0,,,,3.0,3.0,6.0,8.0,3.0,1.0,4.0,2.0,0.0,8.0,,5.0,,5.0,5.0,,8.0,7.0,2.0,10.0,5.0,5.0,6.0,10.0,,6.0,2.0,2.0,1.0,20.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,2.0,2.0,4.0,4.0,4.0,,,6.0,0.0,6.0,6.0,0.0,6.0,4.0,,2.0,2.0,4.0,,,,,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,,0.0,,0.0,1.0,0.0,1972.0,1.0,2.0,,,3.0,8100.0,,,2.0,4.0,5.0,,1.0,,2.0,2.0,,,,,3111.0,3111.0,,1.0,1.0,,1.0,1.0,,1.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.0,7.0,1.0,1.0,TI,7,it,8100.0,2.0,66454.125,12.0,3.0,25.511337,9.8700518,18.094231,24.317849,12.430644,16.956535,0.71041142,,0.340904815527355,0.212712695379339,0.431243789493073,0.269081059141892,1.0,1.0,1.0,0.738516082,1.32411594,0.977880916122547,1.0,1.0,1.0,2019
6108,1,0,11/8/2019 16:49:19,11/8/2019 17:41:18,51.9666666666667,1.0,,1,1965,54,4,1,2,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,16.0,60.0,4.0,8.0,5.0,40.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,20.0,40.0,1.0,17.0,10.0,2.0,2.0,1.0,2.0,40.0,1.0,3.0,3.0,8.0,5.0,3.0,9.0,3.0,9.0,8.0,,,9.0,9.0,3.0,8.0,5.0,8.0,6.0,1.0,9.0,3.0,4.0,9.0,,,8.0,2.0,1.0,,40.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,0.0,5.0,0.0,0.0,5.0,10.0,5.0,,2.0,1.0,3.0,40.0,1.0,40.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,1965.0,1.0,2.0,,,1.0,8100.0,,,1.0,5.0,10.0,,1.0,,2.0,2.0,,,,,3123.0,3123.0,,3.0,3.0,,5.0,5.0,,1.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.0,12.0,1.0,2.0,BE,2,de,8100.0,2.0,64792.681,12.0,3.0,13.737595,26.626827,16.912753,7.6011181,15.06202,2.1369324,10.848248,7.0293271,1.93056115734379,1.20460271802849,2.44827601113396,1.52763870042514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
6109,1,0,10/23/2019 00:13:54,10/23/2019 01:18:44,64.8166666666667,1.0,,3,1972,47,4,1,21,2.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,16.0,20.0,3.0,8.0,5.0,40.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,,4.0,,1.0,2.0,2.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,114.0,20.0,3.0,111.0,40.0,1.0,1.0,1.0,21.0,20.0,3.0,5.0,5.0,6.0,10.0,8.0,7.0,3.0,3.0,0.0,5.0,,10.0,8.0,10.0,9.0,6.0,8.0,5.0,2.0,10.0,1.0,3.0,7.0,10.0,,8.0,2.0,1.0,,20.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,,,,,,2.0,8100.0,8218.0,1.0,1.0,1.0,4.0,4.0,4.0,,4.0,8.0,4.0,10.0,3.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,,,,,1.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1972.0,4.0,2.0,1.0,,3.0,8218.0,,,2.0,6.0,8.0,,2.0,,4.0,4.0,,1.0,1.0,,2652.0,2652.0,,,,,6.0,6.0,,2.0,3.0,2.0,3.0,10.0,,1.0,1.0,,5200.0,5200.0,,1.0,2.0,15.0,8.0,4.0,,,,,,,,,,,,,,3.0,2.0,3.0,7.0,2.0,1.0,TI,7,it,8100.0,2.0,66454.125,12.0,3.0,25.511337,9.8700518,18.094231,24.317849,12.430644,16.956535,0.71041142,,0.340904815527355,0.212712695379339,0.431243789493073,0.269081059141892,1.0,1.0,1.0,0.738516082,1.32411594,0.977880916122547,1.0,1.0,1.0,2019
6110,1,1,11/6/2019 15:18:11,11/6/2019 15:46:38,28.45,1.0,,2,1973,46,4,1,25,2.0,1.0,3.0,3.0,4.0,2.0,4.0,33.0,4.0,50.0,6.0,13.0,13.0,130.0,7.0,2.0,,3.0,3.0,,,3.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,4.0,,,,4.0,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,,3.0,,3.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,4.0,,2.0,,1.0,4.0,2.0,2.0,50.0,6.0,,,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,169.0,50.0,6.0,171.0,30.0,5.0,1.0,1.0,25.0,30.0,5.0,,,0.0,0.0,8.0,0.0,8.0,0.0,0.0,,0.0,,,,,,8.0,7.0,4.0,9.0,3.0,6.0,7.0,,9.0,2.0,2.0,2.0,1.0,130.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2.0,8401.0,8100.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,,6.0,5.0,5.0,6.0,5.0,5.0,6.0,2.0,2.0,1.0,2.0,30.0,5.0,30.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1973.0,1.0,4.0,,2.0,2.0,8100.0,,,1.0,5.0,12.0,1.0,9.0,1.0,1.0,,1.0,,,,1210.0,,1210.0,1.0,,1.0,9.0,,9.0,2.0,9.0,5.0,1.0,13.0,2.0,2.0,3.0,,3300.0,3300.0,,2.0,3.0,10.0,5.0,2.0,,,,,,,,,,,,,,9.0,5.0,1.0,4.0,2.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
6111,1,0,10/21/2019 19:20:10,10/21/2019 20:02:52,42.6833333333333,1.0,,2,1970,49,4,1,21,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22.0,12.0,130.0,7.0,,,,,5.0,3.0,1.0,1.0,,5.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,,,,,,0.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,2.0,2.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,2.0,3.0,4.0,4.0,4.0,,,10.0,8.0,2.0,5.0,5.0,8.0,8.0,,2.0,,4.0,,,,,1.0,5.0,3.0,,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,,0.0,,0.0,,0.0,,0.0,2008.0,1.0,3.0,,1.0,3.0,8100.0,,,2.0,6.0,5.0,,1.0,,3.0,3.0,,,,,8332.0,8332.0,,1.0,1.0,,3.0,3.0,,1.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,4.0,3.0,3.0,1.0,TI,7,it,8100.0,3.0,64979.728,12.0,5.0,28.414658,9.5797223,19.606747,21.647563,11.117324,15.925822,1.0716615,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1.0,1.0,1.0,1.535272962,1.0,1.535272962,1.0,1.0,1.0,2019
6112,1,0,10/21/2019 21:52:34,10/21/2019 22:32:58,40.3333333333333,1.0,,1,1982,37,3,1,1,2.0,4.0,4.0,4.0,4.0,3.0,1.0,34.0,2.0,60.0,4.0,16.0,8.0,,,2.0,5.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,4.0,4.0,,,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,6.0,60.0,4.0,8.0,50.0,6.0,1.0,1.0,1.0,60.0,4.0,4.0,4.0,10.0,0.0,3.0,0.0,6.0,10.0,10.0,,,10.0,8.0,10.0,4.0,10.0,6.0,5.0,2.0,10.0,2.0,4.0,5.0,,,4.0,2.0,2.0,1.0,10.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0,4.0,4.0,4.0,3.0,,,0.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,3.0,40.0,1.0,40.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2008.0,1.0,4.0,,2.0,5.0,8100.0,,,1.0,6.0,12.0,1.0,2.0,,2.0,2.0,,,,,1213.0,1213.0,,1.0,1.0,,1.0,1.0,,3.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,15.0,1.0,1.0,ZH,4,de,8100.0,4.0,83974.332,11.0,1.0,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,0.972903570754423,0.607057839764516,0.581216356,0.789275362,0.458739749782221,1.0,1.0,1.0,1.0,1.0,1.0,2019
6113,1,0,10/21/2019 18:17:51,10/21/2019 20:36:31,138.65,1.0,,1,1941,78,7,2,2,2.0,2.0,2.0,,,,2.0,11.0,8.0,110.0,7.0,33.0,4.0,50.0,6.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,7.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,21.0,70.0,7.0,22.0,30.0,5.0,1.0,1.0,2.0,110.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,6.0,3.0,1.0,10.0,8.0,4.0,1.0,10.0,3.0,4.0,6.0,,,5.0,1.0,1.0,,110.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,5.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,,3.0,110.0,7.0,,,3.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,1969.0,1.0,2.0,,,1.0,8100.0,,,1.0,2.0,5.0,,7.0,2.0,3.0,,3.0,,,,3221.0,,3221.0,2.0,,2.0,3.0,,3.0,3.0,14.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,2.0,5.0,1.0,2.0,BE,2,de,8100.0,2.0,62093.733,31.0,7.0,9.1616766,30.756078,14.036131,9.1889079,9.3822021,1.025946,9.9249126,9.9918222,1.93056115734379,1.20460271802849,1.80659561487686,1.12725255026536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
6114,1,1,10/29/2019 21:30:48,10/29/2019 21:53:27,22.6333333333333,1.0,,2,1985,34,2,2,25,2.0,3.0,2.0,4.0,4.0,2.0,3.0,47.0,16.0,30.0,5.0,33.0,4.0,50.0,6.0,2.0,,2.0,4.0,,,3.0,,,,,,,,,,,1.0,2.0,3.0,3.0,,1.0,4.0,,,,1.0,3.0,,,,,,,,,,,,,,,2.0,2.0,,3.0,2.0,1.0,,3.0,,2.0,,3.0,,2.0,,3.0,,2.0,,2.0,,2.0,,3.0,,2.0,,3.0,,2.0,,1.0,3.0,2.0,2.0,50.0,6.0,,,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,169.0,50.0,6.0,993.0,993.0,9.0,2.0,1.0,25.0,30.0,5.0,,,2.0,2.0,9.0,0.0,10.0,8.0,0.0,,0.0,,,,,,8.0,7.0,2.0,10.0,2.0,5.0,8.0,,10.0,2.0,2.0,2.0,2.0,,,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,8100.0,8212.0,1.0,1.0,1.0,4.0,4.0,3.0,,3.0,8.0,0.0,1.0,3.0,0.0,5.0,3.0,2.0,,1.0,2.0,10.0,2.0,30.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2008.0,1.0,3.0,,1.0,2.0,8212.0,,,7.0,,12.0,1.0,2.0,,4.0,4.0,,1.0,1.0,,2264.0,2264.0,,,,,3.0,3.0,,2.0,3.0,2.0,3.0,12.0,1.0,2.0,4.0,1.0,2264.0,2264.0,,,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,3.0,2.0,3.0,11.0,1.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
6115,2,1,,,,,191119.0,2,1956,63,5,2,25,2.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,8.0,404.0,7.0,33.0,4.0,50.0,6.0,4.0,,4.0,4.0,,,4.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,1.0,1.0,,,,0.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,,2.0,,4.0,,5.0,,3.0,,2.0,,5.0,,3.0,,4.0,,3.0,,4.0,,4.0,,3.0,,5.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,0.0,6.0,6.0,6.0,6.0,2.0,0.0,0.0,0.0,,,,,,10.0,4.0,4.0,4.0,4.0,,,,,,2.0,1.0,,20.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,8212.0,8212.0,1.0,,,,,,1.0,,7.0,4.0,7.0,8.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,0.0,,0.0,,0.0,,0.0,1956.0,4.0,1.0,,,2.0,8212.0,,,2.0,2.0,13.0,1.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
